SalePrice,YearSold,LotFrontage,LotSize,HouseStyle,OverallQual,OverallCond,YearBuilt,ExterQual,ExterCond,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition
269500,2009,,11855,2Story,7,5,2000,TA,TA,1168,1168,1619,2787,4,6,2,TA,8,BuiltIn,2000,Fin,4,820,WD ,Normal
269500,2009,,7939,2Story,7,5,2000,TA,TA,1168,1168,1619,2787,4,6,2,TA,8,BuiltIn,2000,Fin,4,820,WD ,Normal
269500,2009,,7976,2Story,7,5,2000,TA,TA,1168,1168,1619,2787,4,6,2,TA,8,BuiltIn,2000,Fin,4,820,WD ,Normal
323262,2009,84,10933,1Story,9,5,2009,Ex,TA,1555,1680,0,1680,1,1,1,Ex,8,Attchd,2009,Fin,3,1138,New,Partial
297000,2009,79,10637,1Story,8,5,2007,Gd,TA,1705,1718,0,1718,2,3,1,Gd,7,Attchd,2007,RFn,3,826,WD ,Normal
295493,2009,61,10226,1Story,8,5,2008,Gd,TA,1622,1630,0,1630,2,3,1,Ex,8,Attchd,2008,RFn,3,860,WD ,Normal
332000,2009,65,10816,1Story,9,5,2008,Ex,TA,1720,1720,0,1720,2,3,1,Ex,8,Attchd,2008,RFn,3,846,WD ,Normal
239900,2009,71,9178,1Story,8,5,2008,Gd,TA,1468,1468,0,1468,2,3,1,Gd,6,Attchd,2008,RFn,3,904,WD ,Normal
212000,2009,68,10769,2Story,8,5,2007,Gd,TA,866,866,902,1768,2,3,1,Gd,7,Attchd,2007,RFn,2,578,WD ,Normal
272500,2009,77,11422,1Story,8,5,2007,Gd,TA,1838,1838,0,1838,2,3,1,Gd,7,Attchd,2007,RFn,2,524,WD ,Normal
239000,2009,122,11923,1Story,9,5,2007,Gd,TA,1800,1800,0,1800,2,2,1,Ex,7,Attchd,2007,Fin,2,702,WD ,Normal
220000,2009,68,8814,1Story,7,5,2006,Gd,TA,1604,1604,0,1604,2,3,1,Gd,8,Attchd,2006,RFn,2,660,WD ,Abnorml
200000,2009,64,6762,1Story,7,5,2007,Gd,TA,1282,1290,0,1290,2,2,1,Gd,6,Attchd,2007,RFn,2,662,WD ,Normal
221800,2009,95,10324,1Story,8,5,2008,Gd,TA,1254,1254,0,1254,2,2,1,Gd,5,Attchd,2008,RFn,3,810,WD ,Normal
194500,2009,64,7314,1Story,7,5,2007,Gd,TA,1232,1232,0,1232,2,2,1,Gd,6,Attchd,2007,RFn,2,632,WD ,Normal
237000,2009,78,11645,1Story,8,5,2005,Gd,TA,1498,1498,0,1498,2,3,1,Gd,7,Attchd,2005,Fin,3,844,WD ,Normal
173000,2009,79,11646,2Story,6,5,2005,Gd,TA,704,704,718,1422,2,3,1,Gd,7,Attchd,2005,Fin,2,440,WD ,Normal
275000,2009,,12800,SLvl,7,5,1989,Gd,TA,1518,1644,0,1644,2,2,1,Gd,5,Attchd,1989,Fin,2,569,WD ,Normal
233500,2009,,16698,2Story,7,5,1992,Gd,TA,1449,944,815,1759,2,3,1,Gd,7,Attchd,1992,Unf,2,525,WD ,Normal
185000,2009,,28698,2Story,5,5,1967,TA,TA,1013,1160,966,2126,2,3,1,TA,7,Attchd,1967,Fin,2,538,WD ,Abnorml
152000,2009,82,12464,1Story,5,5,1996,TA,Gd,1040,1040,0,1040,1,3,1,Gd,6,Detchd,2000,Unf,2,576,WD ,Normal
143000,2009,65,9757,1Story,5,7,1994,TA,Gd,990,990,0,990,1,3,1,TA,5,Attchd,1995,RFn,1,440,WD ,Normal
231500,2009,65,15426,2Story,6,5,1997,TA,TA,928,928,836,1764,2,3,1,Gd,7,Attchd,1997,RFn,2,470,WD ,Normal
212000,2009,43,10667,2Story,7,6,1996,Gd,TA,799,827,834,1661,2,3,1,Gd,6,Attchd,1996,RFn,2,550,ConLw,Normal
207000,2009,65,14753,1Story,7,5,1998,TA,TA,1463,1463,0,1463,2,3,1,TA,5,Attchd,1998,Fin,2,539,WD ,Normal
145000,2009,112,10859,1Story,5,5,1994,TA,TA,1097,1097,0,1097,1,3,1,TA,6,Attchd,1995,Unf,2,672,WD ,Normal
138000,2009,60,8072,1Story,5,5,1994,TA,Gd,990,990,0,990,1,3,1,TA,5,Detchd,2000,Unf,2,480,WD ,Normal
197900,2009,80,10400,2Story,7,5,1998,TA,TA,866,866,913,1779,2,3,1,Gd,6,Attchd,1998,RFn,2,546,WD ,Normal
204000,2009,78,10335,1Story,7,5,1999,Gd,TA,1490,1501,0,1501,2,3,1,Gd,6,Attchd,1999,RFn,2,577,WD ,Normal
192000,2009,68,9017,1Story,7,5,1999,Gd,TA,1431,1431,0,1431,2,3,1,Gd,6,Attchd,1999,Fin,2,666,WD ,Normal
200000,2009,70,8750,2Story,6,5,1998,TA,TA,928,928,844,1772,2,3,1,TA,7,Attchd,1998,RFn,2,492,WD ,Normal
195000,2009,68,8935,2Story,7,5,2002,Gd,TA,831,831,829,1660,2,3,1,Gd,7,Attchd,2002,RFn,2,493,WD ,Normal
227000,2009,67,9808,1Story,7,5,2002,Gd,TA,1573,1573,0,1573,2,3,1,Gd,6,Attchd,2002,RFn,2,544,WD ,Normal
230000,2009,79,12420,2Story,7,5,2001,Gd,TA,944,944,896,1840,2,3,1,Gd,6,Attchd,2001,RFn,2,622,WD ,Normal
187100,2009,67,16285,1Story,7,5,2001,Gd,TA,1413,1430,0,1430,2,3,1,Gd,6,Attchd,2001,RFn,2,605,WD ,Normal
203000,2009,65,10739,1Story,7,5,2002,Gd,TA,1431,1444,0,1444,2,3,1,Gd,6,Attchd,2002,RFn,2,577,WD ,Normal
201000,2009,75,11166,1Story,7,5,2001,Gd,TA,1492,1492,0,1492,2,3,1,Gd,6,Attchd,2001,RFn,2,608,WD ,Family
124000,2009,60,8430,1Story,5,5,1978,TA,TA,1040,1040,0,1040,2,3,1,TA,5,,,,0,0,WD ,Normal
140000,2009,,16269,1Story,5,5,1978,TA,TA,907,907,0,907,1,3,1,TA,5,Attchd,1978,Unf,1,343,WD ,Normal
134900,2009,76,6950,1Story,5,7,1979,TA,TA,914,914,0,914,1,2,1,TA,5,Attchd,1979,Unf,2,444,WD ,Normal
150500,2009,61,8800,1Story,5,7,1977,TA,TA,1040,1040,0,1040,2,3,1,Gd,5,Detchd,1977,Unf,2,484,WD ,Normal
136500,2009,,7000,1Story,5,8,1978,Gd,Gd,864,864,0,864,1,3,1,TA,6,Attchd,1978,Unf,1,336,WD ,Normal
143500,2009,,9286,1Story,5,7,1977,TA,TA,1268,1268,0,1268,1,3,1,Gd,5,Detchd,1978,Unf,1,252,WD ,Normal
133500,2009,36,15523,1Story,5,6,1972,TA,TA,864,864,0,864,1,3,1,TA,5,Attchd,1972,Unf,1,338,WD ,Normal
123000,2009,60,7200,1Story,5,5,1972,TA,TA,894,894,0,894,1,2,1,TA,6,Detchd,1985,RFn,2,600,WD ,Normal
133900,2009,60,7200,SFoyer,5,8,1972,TA,Gd,768,768,0,768,1,2,1,TA,5,Detchd,1974,Fin,1,396,WD ,Normal
133000,2009,70,8445,SFoyer,5,7,1972,TA,TA,768,768,0,768,1,2,1,TA,5,Detchd,1988,Unf,2,396,WD ,Normal
250000,2009,90,11664,1Story,7,5,2002,Gd,TA,1569,1611,0,1611,2,3,1,Gd,6,Attchd,2002,RFn,3,1231,WD ,Normal
254750,2009,,12334,2Story,8,5,2003,Gd,TA,1068,1068,1116,2184,2,4,1,Gd,8,BuiltIn,2003,RFn,2,570,WD ,Normal
236500,2009,,11838,1Story,8,5,2001,Gd,TA,1753,1788,0,1788,2,3,1,Ex,7,Attchd,2001,RFn,2,522,WD ,Normal
261500,2009,,11885,2Story,8,5,2001,Gd,TA,1299,1299,573,1872,2,3,1,Ex,7,BuiltIn,2001,RFn,2,531,WD ,Normal
313000,2009,,11050,2Story,9,5,2000,Gd,TA,1440,1476,677,2153,2,3,1,Ex,8,Attchd,2000,Fin,3,736,WD ,Normal
198500,2009,70,8749,2Story,7,5,2002,Gd,TA,840,840,885,1725,2,3,1,Gd,6,Attchd,2002,RFn,2,550,WD ,Normal
211000,2009,,11250,2Story,7,5,2001,Gd,TA,944,944,926,1870,2,3,1,Gd,6,Attchd,2001,RFn,2,608,WD ,Normal
220000,2009,90,15750,1Story,8,5,1999,Gd,TA,1462,1513,0,1513,2,2,1,Gd,5,Attchd,1999,Fin,2,521,WD ,Normal
203000,2009,73,11883,1Story,7,5,1996,Gd,TA,1504,1504,0,1504,2,3,1,Gd,6,Attchd,1996,Fin,2,478,WD ,Normal
279500,2009,,12782,1Story,8,5,2002,Gd,TA,1822,1828,0,1828,2,3,1,Gd,7,Attchd,2002,Fin,2,523,WD ,Normal
210000,2009,70,8750,1Story,7,5,1997,Gd,TA,1417,1417,0,1417,2,3,1,Gd,7,Attchd,1997,Unf,2,511,WD ,Normal
219500,2009,,9375,2Story,7,5,1997,TA,TA,1057,1057,977,2034,2,3,1,Gd,8,Attchd,1998,RFn,2,645,WD ,Normal
191000,2009,70,8750,2Story,7,5,1996,Gd,TA,880,909,807,1716,2,2,1,Gd,7,Attchd,1996,RFn,2,512,WD ,Normal
178000,2009,70,9100,1Story,7,5,2001,Gd,TA,1212,1212,0,1212,2,3,1,Gd,6,Attchd,2001,RFn,2,573,WD ,Normal
213000,2009,75,9750,1Story,7,5,2000,Gd,TA,1630,1630,0,1630,2,3,1,Gd,6,Attchd,2000,Unf,2,451,WD ,Normal
144000,2009,,4435,1Story,6,5,2003,Gd,TA,848,848,0,848,1,1,1,Gd,4,Attchd,2003,Fin,2,420,WD ,Normal
140000,2009,,4435,1Story,6,5,2003,Gd,TA,848,848,0,848,1,1,1,Gd,4,Attchd,2003,Fin,2,420,WD ,Normal
293200,2009,85,10200,1Story,8,5,2007,Gd,TA,1578,1602,0,1602,2,3,1,Gd,7,Attchd,2007,RFn,3,810,WD ,Normal
190000,2009,65,9313,2Story,7,5,2004,Gd,TA,864,864,864,1728,2,3,1,Gd,7,Attchd,2004,RFn,2,572,WD ,Normal
190000,2009,63,8487,1Story,7,5,2004,Gd,TA,1500,1500,0,1500,2,3,1,Gd,6,Attchd,2004,RFn,2,570,WD ,Normal
173500,2009,64,8633,2Story,6,5,2005,Gd,TA,738,738,738,1476,2,3,1,Gd,7,Attchd,2005,Fin,2,540,WD ,Normal
170000,2009,85,11069,2Story,6,5,2007,Gd,TA,608,608,788,1396,2,3,1,Gd,6,BuiltIn,2007,Fin,2,440,WD ,Normal
108000,2009,67,8777,1Story,4,5,1949,TA,TA,0,1126,0,1126,2,2,1,Gd,5,Detchd,2002,Fin,2,520,WD ,Normal
167000,2009,75,9937,1Story,5,7,1964,TA,Gd,1486,1486,0,1486,1,3,1,TA,7,Detchd,1968,Fin,2,480,WD ,Normal
100000,2009,67,8877,1Story,4,6,1938,TA,TA,816,816,0,816,1,2,1,TA,3,Detchd,1958,Unf,1,288,WD ,Normal
198500,2009,64,7301,SFoyer,7,5,2003,Gd,TA,0,495,1427,1922,3,4,1,Gd,7,BuiltIn,2003,RFn,2,672,ConLD,Normal
159500,2009,75,7950,2Story,6,6,1977,TA,TA,690,698,728,1426,1,3,1,TA,6,Attchd,1977,Fin,2,440,WD ,Normal
127000,2009,80,10682,1Story,4,6,1960,TA,TA,1014,1149,0,1149,1,3,1,TA,7,2Types,1968,Fin,1,544,WD ,Normal
125000,2009,72,7200,SLvl,6,6,1976,TA,TA,1041,1125,0,1125,1,3,1,TA,6,Detchd,1977,Unf,1,352,WD ,Abnorml
320000,2009,86,13286,1Story,9,5,2007,Ex,TA,1698,1698,0,1698,2,3,1,Ex,8,Attchd,2007,Fin,3,768,WD ,Normal
145500,2009,35,3675,SFoyer,6,5,2005,TA,TA,547,1072,0,1072,1,2,1,TA,5,Basment,2005,Fin,2,525,WD ,Normal
118000,2009,50,9405,1Story,5,9,1947,TA,Ex,698,698,0,698,1,2,1,TA,4,,,,0,0,WD ,Normal
85000,2009,64,6410,1Story,4,5,1959,TA,TA,876,876,0,876,1,3,1,TA,5,Detchd,1959,Unf,1,320,WD ,Normal
120000,2009,70,11767,1Story,5,5,1950,TA,TA,1078,1368,0,1368,1,3,1,TA,6,Attchd,1950,RFn,1,195,WD ,Normal
98000,2009,50,8405,1.5Fin,4,3,1945,TA,TA,0,1088,441,1529,2,4,1,TA,9,Detchd,1945,Unf,1,240,WD ,Normal
99900,2009,56,4060,1Story,5,8,1922,TA,TA,864,864,0,864,1,2,1,TA,4,,,,0,0,WD ,Normal
82000,2009,74,10206,1Story,3,3,1952,TA,TA,0,944,0,944,1,2,1,Fa,4,Detchd,1956,Unf,2,528,WD ,Normal
119900,2009,65,10926,1Story,5,5,1959,TA,TA,1678,1678,0,1678,2,6,2,TA,10,,,,0,0,WD ,Normal
103500,2009,70,11767,1Story,5,5,1956,TA,TA,1150,1560,0,1560,1,2,1,TA,7,Attchd,1956,Unf,1,313,WD ,Normal
112000,2009,,8926,1Story,4,3,1956,TA,TA,672,960,0,960,1,3,1,TA,5,Basment,1956,Unf,1,288,COD,Abnorml
110000,2009,67,12354,1.5Fin,6,8,1920,TA,TA,684,684,512,1196,1,3,1,Gd,7,Detchd,2005,Unf,2,528,ConLI,Normal
122000,2009,45,8212,1.5Fin,5,6,1941,TA,TA,720,854,444,1298,1,3,1,TA,6,Detchd,1940,Unf,1,256,WD ,Normal
117000,2009,60,10998,1.5Fin,5,5,1941,TA,TA,984,984,620,1604,2,3,1,TA,6,Detchd,1977,Unf,2,660,WD ,Normal
160000,2009,70,6300,1.5Fin,5,4,1938,TA,TA,832,832,436,1268,1,3,1,TA,7,Basment,1938,Unf,1,250,WD ,Abnorml
159434,2009,55,4500,1.5Fin,5,5,1932,TA,TA,793,848,672,1520,1,3,1,TA,6,Detchd,1968,Unf,1,281,WD ,Abnorml
60000,2009,60,8400,1Story,2,5,1920,TA,TA,290,438,0,438,1,1,1,Fa,3,Detchd,1930,Unf,1,246,WD ,Normal
139500,2009,60,9900,1.5Fin,6,7,1940,TA,TA,778,944,545,1489,2,3,1,TA,7,Detchd,1940,Unf,1,240,WD ,Normal
197000,2009,102,15863,2.5Fin,7,3,1920,TA,TA,824,1687,998,3082,2,5,1,TA,12,Basment,1970,Fin,2,672,WD ,Normal
105000,2009,43,5707,2Story,6,6,1935,TA,TA,583,647,595,1242,1,3,1,TA,6,Detchd,1926,Unf,1,180,WD ,Normal
135000,2009,65,7804,1.5Fin,4,3,1928,TA,TA,1122,1328,653,1981,2,4,1,Gd,7,Detchd,1981,Unf,2,576,WD ,Normal
147500,2009,64,8574,1Story,6,8,1916,Gd,TA,816,1232,0,1232,1,3,1,Gd,6,Detchd,1916,Unf,2,440,WD ,Normal
137450,2009,51,6171,1.5Fin,6,6,1925,TA,TA,976,1160,448,1608,2,3,1,Gd,7,Detchd,1925,Unf,1,216,WD ,Normal
155000,2009,60,7200,2Story,7,9,1936,Gd,Gd,560,575,560,1135,1,3,1,Gd,6,Detchd,1971,RFn,2,576,WD ,Normal
177000,2009,57,7558,1.5Fin,6,6,1928,TA,TA,896,1172,741,1913,1,3,1,TA,9,Detchd,1929,Unf,2,342,WD ,Normal
145000,2009,52,6292,1.5Fin,7,7,1928,TA,TA,861,877,600,1477,2,3,1,TA,6,Detchd,1928,Unf,1,216,WD ,Normal
137000,2009,53,7155,2Story,7,8,1918,TA,TA,600,628,600,1228,1,3,1,TA,6,Detchd,1918,Unf,1,215,WD ,Normal
234000,2009,53,10918,2Story,7,9,1926,Gd,TA,1276,1276,804,2080,1,3,1,Gd,9,Detchd,1926,Unf,1,282,WD ,Normal
205000,2009,60,13680,1.5Fin,5,6,1940,TA,TA,840,840,727,1567,1,2,1,TA,6,Detchd,1961,Unf,2,440,WD ,Normal
177500,2009,,7500,2Story,6,7,1942,TA,TA,771,753,741,1494,1,3,1,Gd,7,Attchd,1942,Unf,1,213,WD ,Normal
160000,2009,130,9600,1.5Fin,5,7,1940,Gd,Gd,728,976,332,1308,1,2,1,TA,7,Detchd,1940,Unf,1,256,WD ,Normal
155000,2009,80,14680,1Story,5,4,1960,TA,TA,1273,1273,0,1273,1,2,1,TA,5,Attchd,1960,Unf,1,307,WD ,Normal
163500,2009,80,13360,1Story,5,7,1921,TA,Gd,876,964,0,964,1,2,1,TA,5,Detchd,1921,Unf,2,432,WD ,Normal
154900,2009,54,7681,1.5Fin,5,6,1921,TA,TA,731,820,523,1343,1,3,1,TA,7,Detchd,1921,Unf,1,186,WD ,Normal
205000,2009,,8145,2.5Unf,7,6,1940,TA,TA,920,1240,1240,2480,2,5,2,TA,13,Detchd,1940,Unf,2,400,WD ,Normal
144800,2009,70,9100,1Story,5,6,1954,TA,Gd,1112,1112,0,1112,1,2,1,TA,6,Attchd,1954,Unf,1,390,WD ,Family
174500,2009,75,12000,2Story,7,7,1941,TA,TA,704,860,704,1564,1,3,1,Fa,7,Attchd,1941,Unf,1,234,WD ,Normal
193000,2009,90,13339,1Story,6,6,1960,TA,TA,1561,1561,0,1561,2,3,1,TA,6,Attchd,1960,Fin,2,463,WD ,Normal
158000,2009,78,15600,1.5Fin,5,7,1949,TA,TA,1067,986,537,1523,2,3,1,Fa,7,Attchd,1949,Unf,1,295,WD ,Normal
158500,2009,80,14000,1Story,6,8,1950,TA,Gd,1092,1152,0,1152,1,3,1,Gd,6,Attchd,1950,Unf,1,300,WD ,Family
224000,2009,100,17500,1Story,6,5,1954,TA,TA,1310,1906,0,1906,1,3,1,TA,6,Basment,1954,Unf,2,576,WD ,Normal
115000,2009,24,1733,2Story,6,6,1980,TA,TA,516,516,516,1032,1,2,1,TA,5,Detchd,1980,Unf,2,452,WD ,Normal
137000,2009,24,1488,2Story,6,6,1980,TA,Gd,561,561,668,1229,1,2,1,Gd,5,Attchd,1980,Fin,2,462,WD ,Normal
121000,2009,24,1612,2Story,6,6,1980,TA,TA,561,561,668,1229,1,2,1,TA,5,Attchd,1980,Fin,2,462,WD ,Normal
124000,2009,24,1300,2Story,6,6,1980,TA,TA,561,561,668,1229,1,2,1,TA,5,Attchd,1980,Fin,2,462,WD ,Normal
208000,2009,,13607,SLvl,6,6,1986,TA,Gd,572,1182,800,1982,2,3,1,TA,6,BuiltIn,1986,Fin,2,501,WD ,Normal
315000,2009,,17597,1Story,7,9,1971,Gd,Gd,1803,2365,0,2365,2,3,1,Ex,7,Attchd,1971,Fin,2,551,WD ,Normal
222000,2009,,21695,1Story,6,9,1988,Gd,Gd,880,1680,0,1680,2,3,1,Gd,5,Attchd,1988,Fin,2,540,WD ,Normal
147000,2009,59,10690,2Story,5,7,1920,TA,Gd,672,672,672,1344,1,3,1,TA,6,Detchd,1964,Unf,1,468,WD ,Normal
123000,2009,50,8660,2Story,5,6,1900,TA,TA,760,928,928,2168,2,5,1,Gd,11,Detchd,1998,Unf,2,576,WD ,Normal
78000,2009,60,6402,2Story,5,5,1920,TA,TA,596,596,596,1192,1,3,1,TA,6,Detchd,1920,Unf,1,189,WD ,Normal
85000,2009,105,8470,1.5Fin,3,2,1915,Fa,Fa,1013,1013,0,1526,1,2,1,Fa,6,,,,0,0,ConLD,Abnorml
75000,2009,60,10200,1Story,4,6,1925,TA,TA,572,572,0,572,1,2,1,TA,4,Detchd,1940,Unf,1,200,WD ,Normal
230000,2009,44,3843,1Story,8,5,2007,Ex,TA,1596,1648,0,1648,2,2,1,Ex,5,Attchd,2007,Fin,2,482,New,Partial
57625,2009,109,21780,1Story,2,4,1910,Fa,Fa,0,810,0,810,1,1,1,TA,4,Detchd,1975,Unf,1,280,ConLD,Normal
251000,2009,75,10125,2Story,8,5,2000,Gd,TA,1107,1040,1012,2052,2,3,1,Gd,7,BuiltIn,2000,Fin,3,642,WD ,Normal
239686,2009,48,12822,1.5Fin,7,5,2003,Gd,TA,1434,1518,631,2149,1,1,1,Gd,6,Attchd,2003,RFn,2,670,WD ,Abnorml
240000,2009,43,12118,1Story,7,5,2004,Gd,TA,1710,1710,0,1710,2,3,1,Gd,7,Attchd,2004,Fin,2,550,WD ,Normal
215000,2009,71,12209,2Story,6,5,2001,TA,TA,804,804,1157,1961,2,3,1,Gd,7,BuiltIn,2001,Fin,2,560,WD ,Normal
156450,2009,75,9750,SFoyer,6,6,1977,TA,TA,902,926,0,926,1,2,1,TA,5,Attchd,1977,Unf,1,351,WD ,Normal
173000,2009,72,9360,SFoyer,6,7,1977,TA,TA,957,1287,0,1287,1,2,1,TA,5,Attchd,1977,RFn,2,541,WD ,Normal
126000,2009,75,10125,1.5Fin,5,5,1977,TA,TA,0,1302,432,1734,2,4,2,Gd,8,Attchd,1977,Unf,2,539,COD,Normal
173000,2009,,9947,SLvl,7,5,1990,TA,TA,1188,1217,0,1217,2,3,1,Gd,6,Attchd,1990,Unf,2,497,WD ,Normal
152000,2009,82,11070,1Story,5,5,1991,TA,TA,1582,1595,0,1595,2,2,1,TA,5,Detchd,1991,Unf,2,672,COD,Abnorml
137500,2009,,14375,SLvl,6,6,1958,TA,TA,819,1344,0,1344,1,3,1,Gd,7,Basment,1958,RFn,2,525,COD,Abnorml
375000,2009,150,215245,1Story,7,5,1965,TA,TA,2136,2036,0,2036,2,3,1,TA,8,Attchd,1965,RFn,2,513,WD ,Normal
315500,2009,89,12898,1Story,9,5,2007,Gd,TA,1620,1620,0,1620,2,2,1,Ex,6,Attchd,2008,Fin,3,912,WD ,Normal
224500,2009,83,13159,2Story,7,5,2009,TA,TA,846,846,846,1692,2,3,1,Gd,6,Attchd,2009,RFn,2,650,New,Partial
410000,2009,113,13438,1Story,9,5,2008,Ex,TA,2190,2036,0,2036,2,3,1,Ex,9,Attchd,2008,Fin,3,780,WD ,Normal
316500,2009,79,14463,1Story,9,5,2008,Ex,TA,1641,1641,0,1641,2,3,1,Ex,7,Attchd,2008,Fin,3,885,WD ,Normal
201000,2009,73,8925,1Story,8,5,2007,Gd,TA,1466,1466,0,1466,2,3,1,Gd,7,Attchd,2007,Fin,3,610,WD ,Normal
175000,2009,130,11457,1Story,6,5,1988,TA,TA,1392,1412,0,1412,2,3,1,Gd,6,Attchd,1988,Unf,2,576,WD ,Normal
204000,2009,,9839,2Story,6,8,1980,TA,Gd,712,1375,862,2237,2,3,1,Gd,7,BuiltIn,1980,Fin,2,440,WD ,Normal
213500,2009,125,14419,SLvl,7,5,1987,TA,TA,1645,1479,0,1479,2,3,1,Gd,7,Attchd,1987,Fin,2,578,WD ,Normal
220000,2009,,6853,1Story,8,5,2001,Gd,TA,1267,1296,0,1296,2,2,1,Gd,6,Attchd,2001,Fin,2,471,WD ,Normal
170000,2009,75,9157,2Story,7,5,2003,Gd,TA,912,1072,942,2014,2,3,1,Gd,9,Attchd,2003,Fin,2,486,WD ,Abnorml
315000,2009,85,14601,1Story,9,5,2006,Ex,TA,1838,1838,0,1838,2,2,1,Ex,8,Attchd,2006,Fin,3,765,WD ,Normal
425000,2009,85,12633,1Story,9,5,2007,Ex,TA,1978,1978,0,1978,2,2,1,Ex,7,Attchd,2007,Fin,3,920,WD ,Normal
139500,2009,75,12518,1Story,5,7,1968,TA,TA,1008,1008,0,1008,1,3,1,Gd,6,Attchd,1968,Unf,1,384,WD ,Normal
115000,2009,100,21750,1Story,5,4,1960,TA,Fa,0,1771,0,1771,1,3,1,TA,9,Attchd,1960,Unf,2,336,WD ,Normal
162000,2009,32,4500,1Story,6,5,1998,TA,TA,1204,1204,0,1204,2,2,1,TA,5,Attchd,1998,Fin,2,412,WD ,Normal
165000,2009,,4500,1Story,6,5,1999,TA,TA,1224,1224,0,1224,2,2,1,TA,5,Attchd,1999,Fin,2,402,WD ,Normal
91000,2009,21,1596,SLvl,4,5,1973,TA,TA,462,526,462,988,1,2,1,TA,5,BuiltIn,1973,Unf,1,297,WD ,Normal
130000,2009,62,9858,1Story,5,6,1968,TA,TA,864,874,0,874,1,3,1,TA,5,Attchd,1968,RFn,1,288,WD ,Normal
86000,2009,21,1526,SFoyer,4,8,1970,TA,Gd,630,630,0,630,1,1,1,Gd,3,Attchd,1970,Unf,1,286,WD ,Normal
160000,2009,83,13383,1Story,5,5,1969,TA,TA,1188,1404,0,1404,2,3,1,TA,7,Attchd,1969,Unf,2,504,WD ,Normal
80000,2009,21,1477,SFoyer,4,4,1970,TA,TA,630,630,0,630,1,1,1,TA,3,Attchd,1970,Unf,1,286,WD ,Normal
97000,2009,21,1533,2Story,4,6,1970,TA,TA,546,798,546,1344,1,3,1,TA,6,,,,0,0,WD ,Normal
88000,2009,21,2217,2Story,4,4,1970,TA,TA,546,546,546,1092,1,3,1,TA,6,Attchd,1970,RFn,1,286,WD ,Normal
131900,2009,50,7689,SFoyer,5,8,1972,TA,TA,796,796,0,796,1,2,1,TA,4,Detchd,1998,Unf,1,336,WD ,Normal
131250,2009,62,7706,SLvl,6,5,1993,TA,Gd,384,1091,0,1091,1,2,1,TA,5,Attchd,1993,Fin,1,429,WD ,Normal
165500,2009,,9101,SFoyer,5,6,1978,TA,Gd,1097,1110,0,1110,1,1,1,Gd,4,Attchd,1978,Fin,2,602,WD ,Normal
112000,2009,,8780,1Story,5,5,1985,TA,TA,833,833,0,833,1,3,1,TA,5,,,,0,0,WD ,Normal
149000,2009,70,7669,SFoyer,5,6,1992,TA,TA,828,883,0,883,1,2,1,TA,5,Detchd,1998,Unf,2,698,WD ,Normal
143000,2009,85,14115,1.5Fin,5,5,1993,TA,TA,796,796,566,1362,1,1,1,TA,5,Attchd,1993,Unf,2,480,WD ,Normal
130000,2009,62,10429,2Story,5,5,1992,TA,TA,624,624,663,1287,1,3,1,TA,6,Detchd,2001,Unf,2,440,WD ,Normal
196000,2009,,9819,1Story,6,5,1977,TA,TA,1567,1567,0,1567,2,2,1,Gd,5,Attchd,1977,RFn,2,714,WD ,Normal
173000,2009,70,10457,2Story,5,7,1969,Gd,Ex,784,784,848,1632,1,4,1,TA,7,Attchd,1969,RFn,2,898,WD ,Normal
176500,2008,87,11029,1Story,6,8,1958,Ex,TA,1184,1414,0,1414,1,3,1,TA,6,Attchd,1990,Unf,2,601,WD ,Normal
237500,2008,,12925,1Story,6,7,1970,TA,TA,1205,2117,0,2117,2,4,1,TA,7,Attchd,1970,Fin,2,550,WD ,Normal
206900,2008,85,11075,2Story,6,5,1969,TA,TA,952,1092,1020,2112,2,4,1,TA,9,Attchd,1969,Unf,2,576,WD ,Normal
187500,2008,72,8702,2Story,6,5,1997,TA,TA,926,926,678,1604,2,3,1,TA,7,Attchd,1997,Fin,2,470,WD ,Normal
165000,2008,65,8139,2Story,6,5,1995,TA,TA,680,680,790,1470,2,3,1,TA,7,BuiltIn,1995,Fin,2,420,WD ,Normal
195500,2008,59,9535,2Story,6,5,1998,TA,TA,926,926,678,1604,2,3,1,TA,7,Attchd,1998,Fin,2,472,WD ,Normal
192000,2008,59,9042,2Story,6,5,1998,TA,TA,943,943,695,1638,2,3,1,TA,7,Attchd,1998,Fin,2,472,WD ,Normal
173000,2008,,15038,2Story,6,5,1996,TA,TA,916,916,720,1636,2,3,1,TA,7,Attchd,1996,Fin,2,386,WD ,Normal
177900,2008,53,14137,1Story,5,5,1996,Gd,TA,1348,1384,0,1384,2,3,1,Gd,7,Attchd,1996,Unf,2,404,WD ,Normal
175000,2008,57,21872,2Story,7,5,1996,TA,TA,729,729,717,1446,2,3,1,TA,6,Attchd,1996,Unf,2,406,WD ,Normal
286000,2008,41,4923,1Story,8,5,2001,Gd,TA,1593,1593,0,1593,1,0,1,Ex,5,Attchd,2001,Fin,2,682,WD ,Normal
247900,2008,45,6264,1Story,8,5,1997,Gd,TA,1664,1682,0,1682,1,1,1,Gd,6,Attchd,1997,Fin,2,528,WD ,Normal
